,ProjectID,ProjectNam,ProjectMet,Status,Status_Rea,RiverBasin,CU,HUC,County,Ecoregion,GIS_Acres,Shape_STAr,Shape_STLe,BUFF_DIST,ORIG_FID,FREQUENCY,COUNT_ProjectID
135,92172,Elk-Shoals-Methodist Camp,Design-Bid-Build,Inactive,Long Term Mangement,New,05050001,05050001020040,Ashe,Northern Mountains,95.90807692000001,4177755.83084,14727.0791933,1.0,136,72.0,72.0
136,92665,Elk Branch,Full Delivery,Inactive,Long Term Mangement,French Broad,06010108,06010108040010,Mitchell,Northern Mountains,4.9512069,215674.572581,6744.32407973,1.0,137,1.0,1.0
137,126,Elk Shoals RFP*,Full Delivery,Inactive,Long Term Mangement,Catawba,03050101,03050101130010,Alexander,Central Piedmont,10.70906291,466486.780575,7615.76055067,1.0,138,,
138,127,Ellerbee Creek (G) Hillandale,Design-Bid-Build,Inactive,Long Term Mangement,Neuse,03020201,03020201050010,Durham,Central Piedmont,15.17091662,660838.087768,19405.0343686,1.0,139,9.0,9.0
139,92520,Ellington Branch,Full Delivery,Inactive,Long Term Mangement,Roanoke,03010106,03010106031010,Warren,Central Piedmont,14.49072867,631216.141059,8577.15033722,1.0,140,1.0,1.0
140,92148,Eno River-Poplar Ridge (Bunting),Design-Bid-Build,Inactive,Long Term Mangement,Neuse,03020201,03020201030030,Orange,Central Piedmont,134.44743329,5856530.19391,14244.6777498,1.0,141,,
141,92246,Eno River Cabe's Ford,Design-Bid-Build,Inactive,Long Term Mangement,Neuse,03020201,03020201030030,Orange,Central Piedmont,87.41929913,3807984.67017,12804.8692683,1.0,142,,
142,92082,Eno River Penny,Design-Bid-Build,Inactive,Long Term Mangement,Neuse,03020201,03020201020040,Durham,Central Piedmont,108.08720248,4708163.66555,10473.0421031,1.0,143,,
143,92147,Eno River Wilderness,Design-Bid-Build,Inactive,Long Term Mangement,Neuse,03020201,03020201030030,Orange,Central Piedmont,808.31163996,35210055.0366,42972.7498551,1.0,144,,
144,92552,Farrar Dairy,Full Delivery,Inactive,Long Term Mangement,Cape Fear,03030004,03030004110010,Harnett,Southern Inner Coastal Plain,167.52204121,7297260.115249998,35061.1561905,1.0,145,1.0,1.0
145,92558,Fisher River Fisher Peak,Design-Bid-Build,Inactive,Long Term Mangement,Yadkin,03040101,03040101090010,Surry,Central Piedmont,151.26660418,6587808.78227,25188.3134095,1.0,146,4.0,4.0
146,135,Fisher River Mit. Bank (Ring FDP),Full Delivery,Inactive,Credit Purchase Complete,Yadkin,03040101,03040101090010,Surry,Central Piedmont,96.381369,4198372.43385,9519.56677684,1.0,147,,
147,92144,Fishing Creek (Capps Tract),Design-Bid-Build,Inactive,Long Term Mangement,Tar-Pamlico,03020102,03020102020030,Warren,Central Piedmont,36.91083424,1607835.93958,8707.01731741,1.0,148,30.0,30.0
148,92038,Fishing Creek Capps Farm,Design-Bid-Build,Inactive,Long Term Mangement,Tar-Pamlico,03020102,03020102020030,Warren,Central Piedmont,39.64096712,1726760.52757,10340.9800261,1.0,149,60.0,60.0
149,92039,Fishing Creek Capps Forest,Design-Bid-Build,Inactive,Long Term Mangement,Tar-Pamlico,03020102,03020102020020,Warren,Central Piedmont,19.55407431,851775.476752,6059.35258521,1.0,150,56.0,56.0
150,92020,Fishing Creek Edwards 1,Design-Bid-Build,Inactive,Long Term Mangement,Tar-Pamlico,03020102,03020102040010,Nash,Northern Inner Coastal Plain,87.55162351,3813748.72026,22175.7802947,1.0,151,201.0,201.0
151,92021,Fishing Creek Green,Design-Bid-Build,Inactive,Long Term Mangement,Tar-Pamlico,03020102,03020102020020,Warren,Central Piedmont,15.55274535,677477.587451,5017.25981546,1.0,152,38.0,38.0
152,92041,Fishing Creek Hall,Design-Bid-Build,Inactive,Long Term Mangement,Tar-Pamlico,03020102,03020102040010,Edgecombe,Northern Inner Coastal Plain,231.51320065,10084715.0204,40996.2486737,1.0,153,37.0,37.0
153,92022,Fishing Creek IP/Alston,Design-Bid-Build,Inactive,Long Term Mangement,Tar-Pamlico,03020102,03020102030030,Warren,Central Piedmont,179.36646987,7813203.42748,22958.1907693,1.0,154,105.0,105.0
154,92044,Fishing Creek Shearin,Design-Bid-Build,Inactive,Long Term Mangement,Tar-Pamlico,03020102,03020102020020,Warren,Central Piedmont,70.14286286,3055423.10597,14518.2191823,1.0,155,84.0,84.0
155,92046,Fishing Creek Sturges,Design-Bid-Build,Inactive,Long Term Mangement,Tar-Pamlico,03020102,03020102020050,Franklin,Central Piedmont,13.49382711,587791.108791,4227.78022591,1.0,156,60.0,60.0
156,92185,Five Mile Branch,Design-Bid-Build,Inactive,Long Term Mangement,Yadkin,03040102,03040102010100,Iredell,Central Piedmont,230.44361355,10037980.1063,27267.8196881,1.0,157,,
157,92146,Flat River-Horton Grove,Design-Bid-Build,Inactive,Long Term Mangement,Neuse,03020201,03020201010050,Durham,Central Piedmont,308.31121134,13430198.0978,45894.8177823,1.0,158,14.0,14.0
158,138,Fletcher-Meritor site,Design-Bid-Build,Inactive,Long Term Mangement,French Broad,06010105,06010105040010,Henderson,Southern Mountains,20.49507154,892770.7551309998,8315.03490523,1.0,159,4.0,4.0
159,92812,Flint Rock Farm #2,Design-Bid-Build,Active,Active,Cape Fear,03030002,03030002010010,Rockingham,Central Piedmont,24.26364955,1056924.57455,9193.93959951,1.0,160,4.0,4.0
160,440,Flintrock Farm,Design-Bid-Build,Active,Active,Cape Fear,03030002,03030002010010,Rockingham,Central Piedmont,53.07818071,2312085.55183,11570.1569771,1.0,161,4.0,4.0
161,92486,Floogie Site,Full Delivery,Inactive,Long Term Mangement,Roanoke,03010107,03010107160050,Bertie,Northern Outer Coastal Plain,71.34707005,3107878.37149,16844.4566467,1.0,162,1.0,1.0
162,139,Forest Hills,Design-Bid-Build,Active,Active,Cape Fear,03030002,03030002060120,Durham,Central Piedmont,8.89436585,387438.576638,6660.25635577,1.0,163,4.0,4.0
163,95715,Foust Creek Mitigation Site,Full Delivery,Inactive,Long Term Mangement,Cape Fear,03030002,03030002050050,Alamance,Central Piedmont,22.11154816,963179.03771,10674.0259719,1.0,164,1.0,1.0
164,94016,Fox Run Riparian Buffer Mitigation Site,Full Delivery,Inactive,Long Term Mangement,Neuse,03020203,03020203070030,Pitt,Northern Inner Coastal Plain,46.46638467,2024075.71613,10321.6753286,1.0,165,1.0,1.0
165,141,Freedom Park,Design-Bid-Build,Inactive,Long Term Mangement,Catawba,03050103,03050103020030,Mecklenburg,Southern Piedmont,13.11530026,571302.479331,8944.8206528,1.0,166,4.0,4.0
166,142,Friedburg Marsh,Design-Bid-Build,Inactive,Long Term Mangement,Yadkin,03040101,03040101170070,Forsyth,Central Piedmont,49.13109618,2140150.54959,6898.7242481,1.0,167,1.0,1.0
167,92228,Gatlin Swamp,Full Delivery,Inactive,Long Term Mangement,Roanoke,03010107,03010107120020,Martin,Northern Inner Coastal Plain,150.51761081,6556547.1267,10819.6398182,1.0,168,1.0,1.0
168,143,Gibson Pond,Design-Bid-Build,Inactive,Long Term Mangement,Yadkin,03040201,03040201010010,Richmond,Southern Piedmont,345.70400898,15058866.6311,18523.6627861,1.0,169,1.0,1.0
169,144,Gillespie Golf Course,Design-Bid-Build,Inactive,Long Term Mangement,Cape Fear,03030002,03030002020050,Guilford,Central Piedmont,16.07567263,700256.299633,12348.7999567,1.0,170,4.0,4.0
170,854,Glade Creek,Design-Bid-Build,Inactive,Long Term Mangement,New,05050001,05050001030020,Alleghany,Northern Mountains,15.86297875,690991.354177,7836.24756402,1.0,171,1.0,1.0
171,92343,Glade Creek II,Design-Bid-Build,Inactive,Long Term Mangement,New,05050001,05050001030020,Alleghany,Northern Mountains,12.81423254,558214.079913,5286.67740637,1.0,172,1.0,1.0
172,92206,Glen Raven,Full Delivery,Inactive,Long Term Mangement,Cape Fear,03030002,03030002030010,Alamance,Central Piedmont,9.47221567,412609.714561,7807.350358249998,1.0,173,1.0,1.0
173,92096,Glendon Slate Creek Paschal,Design-Bid-Build,Inactive,Long Term Mangement,Cape Fear,03030003,03030003040010,Moore,Southern Piedmont,15.03449208,654902.474881,4995.63476968,1.0,174,5.0,5.0
174,145,Goldsboro Housing Authority,Design-Bid-Build,Inactive,Long Term Mangement,Neuse,03020201,03020201200020,Wayne,Northern Inner Coastal Plain,4.67142833,203492.281383,5093.76254291,1.0,175,1.0,1.0
175,92761,Goodman Property,Full Delivery,Inactive,Long Term Mangement,Neuse,03020202,03020202040020,Lenoir,Southern Inner Coastal Plain,34.90848022,1520613.39823,17043.8119901,1.0,176,1.0,1.0
176,147,Goose Creek (G),Design-Bid-Build,Inactive,Long Term Mangement,Neuse,03020201,03020201050010,Durham,Central Piedmont,3.94930253,172058.540943,3675.96467176,1.0,177,7.0,7.0
177,92709,Goose Creek (Greene site),Design-Bid-Build,Inactive,Long Term Mangement,Yadkin,03040105,03040105030020,Mecklenburg,Southern Piedmont,5.74089156,250106.831176,2470.62640507,1.0,178,1.0,1.0
178,92219,Gray Farm,Full Delivery,Inactive,Long Term Mangement,Catawba,03050101,03050101150020,Iredell,Central Piedmont,21.50303394,936672.158411,13000.2216728,1.0,179,1.0,1.0
179,92152,Great Coharie-TNC,Design-Bid-Build,Inactive,Long Term Mangement,Cape Fear,03030006,03030006090050,Sampson,Southern Inner Coastal Plain,4704.3126942,204919860.959,254640.565239,1.0,180,,
180,92124,Green River Boyer,Design-Bid-Build,Inactive,Long Term Mangement,Broad,03050105,03050105020020,Polk,Southern Piedmont,31.37246452,1366584.55447,8004.39695468,1.0,181,3.0,3.0
181,92125,Green River Ward,Design-Bid-Build,Inactive,Long Term Mangement,Broad,03050105,03050105020020,Polk,Southern Piedmont,15.39187092,670469.89731,3456.50331852,1.0,182,6.0,6.0
182,95012,Green Valley Farms Site,Full Delivery,Inactive,Long Term Mangement,Cape Fear,03030003,03030003010070,Randolph,Central Piedmont,11.370661,495305.993139,10847.0490249,1.0,183,,
183,671,Greenbrier Creek,Design-Bid-Build,Inactive,Long Term Mangement,Cape Fear,03030003,03030003070010,Chatham,Central Piedmont,50.47774393,2198810.52572,19846.4553353,1.0,184,1.0,1.0
184,153,Gregory,Full Delivery,Inactive,Long Term Mangement,Tar-Pamlico,03020102,03020102050030,Halifax,Northern Inner Coastal Plain,117.66346135,5125420.37652,12396.3319369,1.0,185,,
185,155,Grimesland (Phase II),Design-Bid-Build,Inactive,Long Term Mangement,Tar-Pamlico,03020103,03020103070010,Pitt,Northern Inner Coastal Plain,23.81348661,1037315.47673,5779.76266571,1.0,186,,
186,156,Grimesland Site Phase I,Design-Bid-Build,Inactive,Long Term Mangement,Tar-Pamlico,03020103,03020103070010,Pitt,Northern Inner Coastal Plain,534.92600646,23301378.4414,36298.894181,1.0,187,,
187,158,Grove Creek,Design-Bid-Build,Inactive,Long Term Mangement,Cape Fear,03030007,03030007040020,Duplin,Southern Inner Coastal Plain,548.58498452,23896361.9256,25415.28078,1.0,188,1.0,1.0
188,92142,Guthrie Tract-Shelton Creek,Design-Bid-Build,Inactive,Long Term Mangement,Tar-Pamlico,03020101,03020101010050,Granville,Central Piedmont,110.46435024,4811827.09635,25554.7261344,1.0,189,47.0,47.0
189,162,Hall Branch,Design-Bid-Build,Active,Active,Yadkin,03040201,03040201010010,Richmond,Southern Piedmont,10.45329015,455345.318847,5135.79915883,1.0,190,1.0,1.0
190,165,Hanging Rock Creek (A3),Design-Bid-Build,Inactive,Long Term Mangement,Watauga,06010103,06010103020010,Avery,Northern Mountains,9.82017269,427766.722241,4355.83961129,1.0,191,1.0,1.0
191,92138,Harper Tract-Swift Creek,Design-Bid-Build,Inactive,Long Term Mangement,Tar-Pamlico,03020101,03020101130050,Franklin,Central Piedmont,27.58995999,1201818.65722,5404.15013157,1.0,192,9.0,9.0
192,92230,Harrell Site,Full Delivery,Inactive,Long Term Mangement,Tar-Pamlico,03020101,03020101130090,Edgecombe,Northern Inner Coastal Plain,47.54996456,2071248.6922,19598.4318853,1.0,193,1.0,1.0
193,433,Harris Farm-HQP,Design-Bid-Build,Inactive,Long Term Mangement,Tar-Pamlico,03020101,03020101040070,Franklin,Central Piedmont,588.77782517,25647162.0645,112579.994053,1.0,194,,
194,719,Haw's Run,Design-Bid-Build,Inactive,Long Term Mangement,Cape Fear,03030007,03030007100020,Pender,Southern Outer Coastal Plain,590.58089294,25725703.6964,31108.1295427,1.0,195,,
195,167,Haw Branch,Full Delivery,Inactive,Long Term Mangement,Cape Fear,03030007,03030007080010,Onslow,Southern Outer Coastal Plain,51.82603822,2257542.22486,11297.6034308,1.0,196,,
196,92150,Haw River-Cone Swamp-Phillips,Design-Bid-Build,Inactive,Long Term Mangement,Cape Fear,03030002,03030002010020,Guilford,Central Piedmont,75.82386724,3302909.26804,10213.6475765,1.0,197,,
197,92149,Haw River-Duke Forest,Design-Bid-Build,Inactive,Long Term Mangement,Cape Fear,03030002,03030002060040,Chatham,Central Piedmont,1227.10042043,53452494.3138,100217.416343,1.0,198,,
198,92316,Haw River Bouchard,Design-Bid-Build,Active,Active,Cape Fear,03030002,03030002010040,Rockingham,Central Piedmont,30.86549203,1344500.83271,8592.81474691,1.0,199,3.0,3.0
199,92238,Haw River Swamp I,Full Delivery,Inactive,Long Term Mangement,Cape Fear,03030002,03030002010020,Rockingham,Central Piedmont,22.00817315,958676.0225350001,9416.95100915,1.0,200,,
200,169,Haw River Tract,Design-Bid-Build,Active,Active,Cape Fear,03030002,03030002010040,Rockingham,Central Piedmont,95.43080517000001,4156965.87339,10614.6058648,1.0,201,3.0,3.0
201,170,Heath Dairy Road,Design-Bid-Build,Inactive,Long Term Mangement,Yadkin,03040103,03040103050050,Randolph,Central Piedmont,56.79080999,2473859.34051,16347.6719953,1.0,202,,
202,94014,Heath Riparian Buffer Mitigation Site,Full Delivery,Inactive,Long Term Mangement,Neuse,03020202,03020202080010,Craven,Southern Outer Coastal Plain,60.63259053,2641155.64369,6528.47013783,1.0,203,1.0,1.0
203,172,Helms,Design-Bid-Build,Inactive,Long Term Mangement,Yadkin,03040105,03040105020050,Rowan,Central Piedmont,9.51219173,414351.071753,4905.98012379,1.0,204,,
204,173,Hendersonville Wetlands,Design-Bid-Build,Inactive,Long Term Mangement,French Broad,06010105,06010105030020,Henderson,Southern Mountains,13.99917094,609805.773457,3457.11031094,1.0,205,,
205,96306,Henry Fork Stream and Wetland Mitigation Project,Full Delivery,Inactive,Long Term Mangement,Catawba,03050102,03050102010030,Catawba,Central Piedmont,48.05484028,2093268.84251,8209.77946873,1.0,206,1.0,1.0
206,94642,Herman Dairy Farm Stream and Wetland,Full Delivery,Inactive,Long Term Mangement,Catawba,03050101,03050101120030,Alexander,Central Piedmont,31.12315531,1355724.64519,10082.9801302,1.0,207,1.0,1.0
207,175,High Vista,Design-Bid-Build,Inactive,Long Term Mangement,French Broad,06010105,06010105050010,Buncombe,Southern Mountains,6.61847324,288310.35596,7438.099465129998,1.0,208,1.0,1.0
208,177,Hillsdale Park,Design-Bid-Build,Inactive,Long Term Mangement,Cape Fear,03030002,03030002020050,Guilford,Central Piedmont,16.69428954,727203.252346,11708.3638176,1.0,209,4.0,4.0
209,92118,Hitchcock Creek McDonald,Design-Bid-Build,Inactive,Long Term Mangement,Yadkin,03040201,03040201010010,Richmond,Southern Piedmont,39.58760729,1724436.17372,5406.71874689,1.0,210,12.0,12.0
210,95013,Hockett Dairy Site,Full Delivery,Inactive,Long Term Mangement,Cape Fear,03030003,03030003010070,Randolph,Central Piedmont,12.98957969,565826.091379,12408.5390489,1.0,211,4.0,4.0
211,95355,Hofler Property,Full Delivery,Inactive,Long Term Mangement,Chowan,03010203,03010203040040,Gates,Northern Outer Coastal Plain,27.04609508,1178127.90187,4705.86605206,1.0,212,,
212,94708,Hogan Creek,Design-Bid-Build,Inactive,Long Term Mangement,Yadkin,03040101,03040101110060,Surry,Central Piedmont,36.12635393,1573687.13716,14906.8502076,1.0,213,1.0,1.0
213,92523,Holly Grove,Full Delivery,Inactive,Long Term Mangement,Cape Fear,03030002,03030002020070,Guilford,Central Piedmont,64.22316352,2797562.38036,41001.6817165,1.0,214,1.0,1.0
214,96316,Holman Mill Stream Mitigation Project,Full Delivery,Inactive,Long Term Mangement,Cape Fear,03030002,03030002050050,Alamance,Central Piedmont,32.40921274,1411745.3069,14065.0536884,1.0,215,1.0,1.0
215,180,Hominy Swamp Creek,Design-Bid-Build,Inactive,Long Term Mangement,Neuse,03020203,03020203020040,Wilson,Northern Inner Coastal Plain,3.90386638,170052.419532,4207.10965688,1.0,216,4.0,4.0
216,95352,Hopewell Stream Mitigation Site,Full Delivery,Inactive,Long Term Mangement,Yadkin,03040104,03040104030010,Randolph,Central Piedmont,35.95384055,1566149.29435,23586.0279903,1.0,217,1.0,1.0
217,92251,Hoppers Creek - Melton Farm,Design-Bid-Build,Inactive,Long Term Mangement,Catawba,03050101,03050101040020,McDowell,Northern Mountains,10.12511593,441050.049973,9081.39038086,1.0,218,9.0,9.0
218,92223,Howard Farm (G),Full Delivery,Inactive,Long Term Mangement,Neuse,03020203,03020203050040,Greene,Northern Inner Coastal Plain,28.81669065,1255255.04486,8313.136914009998,1.0,219,1.0,1.0
219,183,Howell Woods,Design-Bid-Build,Inactive,Long Term Mangement,Neuse,03020201,03020201150050,Johnston,Northern Inner Coastal Plain,139.86948367,6092714.70888,14587.5550126,1.0,220,3.0,3.0
220,95361,Hudson Property,Full Delivery,Inactive,Long Term Mangement,Tar-Pamlico,03020104,03020104010010,Beaufort,Northern Outer Coastal Plain,13.89006823,605051.371985,6436.52154306,1.0,221,1.0,1.0
221,184,Huskanaw Swamp,Design-Bid-Build,Inactive,Long Term Mangement,Tar-Pamlico,03020103,03020103090010,Martin,Northern Inner Coastal Plain,115.77405961,5043118.03658,10088.9075027,1.0,222,,
222,92015,Hyco Lake Bessemer,Design-Bid-Build,Inactive,Long Term Mangement,Roanoke,03010104,03010104061040,Caswell,Central Piedmont,167.96539781,7316572.72859,34425.9419854,1.0,223,7.0,7.0
223,192,Irwin Creek Whitehurst Road,Design-Bid-Build,Inactive,Long Term Mangement,Catawba,03050103,03050103020020,Mecklenburg,Southern Piedmont,5.6921327,247923.498174,2686.27749271,1.0,224,75.0,75.0
224,95023,Jacobs Ladder Site,Full Delivery,Inactive,Long Term Mangement,Yadkin,03040105,03040105020040,Rowan,Central Piedmont,17.23026498,750550.342458,11084.8432706,1.0,225,1.0,1.0
225,95024,Jacobs Landing Site,Full Delivery,Inactive,Long Term Mangement,Yadkin,03040105,03040105020040,Rowan,Central Piedmont,13.91822537,606277.897135,9348.51477275,1.0,226,1.0,1.0
226,92550,Jarmans Oak,Full Delivery,Inactive,Long Term Mangement,White Oak,03030001,03030001010010,Onslow,Southern Outer Coastal Plain,35.35038857,1539862.92598,13734.9535693,1.0,227,1.0,1.0
227,197,Johnson Site (Hunting Creek),Design-Bid-Build,Inactive,Long Term Mangement,Yadkin,03040102,03040102020030,Iredell,Central Piedmont,10.13658805,441615.037265,5927.03179229,1.0,228,1.0,1.0
228,198,Jones Creek,Full Delivery,Inactive,Long Term Mangement,Yadkin,03040201,03040201020030,Anson,Southern Piedmont,104.09022625,4534170.25551,11947.4869417,1.0,229,,
229,92614,Jordan Creek,Design-Bid-Build,Active,Active,Cape Fear,03030002,03030002030040,Alamance,Central Piedmont,21.66417058,943691.270582,15938.3713984,1.0,230,1.0,1.0
230,199,Jumping Run Creek,Design-Bid-Build,Inactive,Long Term Mangement,Cape Fear,03030004,03030004090010,Harnett,Southern Inner Coastal Plain,69.20883625,3014736.90708,7453.85753542,1.0,231,,
231,200,Jumping Run Creek,Design-Bid-Build,Inactive,Long Term Mangement,White Oak,03020106,03020106030060,Carteret,Southern Outer Coastal Plain,4.41270011,192217.21663,3930.16702781,1.0,232,1.0,1.0
232,95027,Junes Branch Stream Restoration Site,Full Delivery,Inactive,Long Term Mangement,Little Tennessee,06010203,06010203020010,Jackson,Southern Mountains,5.81128326,253139.498674,5912.5271513,1.0,233,1.0,1.0
233,201,Juniper Bay,Design-Bid-Build,Inactive,Long Term Mangement,Lumber,03040203,03040203180020,Robeson,Southern Inner Coastal Plain,729.6886038699998,31785292.2028,22887.7674154,1.0,234,1.0,1.0
234,204,Ken-Cox (Millstone Creek),Design-Bid-Build,Active,Active,Cape Fear,03030003,03030003020030,Randolph,Central Piedmont,18.80685177,819226.463265,8192.44969334,1.0,235,1.0,1.0
235,205,Kentwood Park,Design-Bid-Build,Inactive,Long Term Mangement,Neuse,03020201,03020201090010,Wake,Central Piedmont,2.90622807,126595.294593,2698.64854917,1.0,236,4.0,4.0
236,206,Key Branch,Design-Bid-Build,Inactive,Long Term Mangement,Yadkin,03040104,03040104061010,Anson,Southern Piedmont,119.27849052,5195771.0469,12115.709589,1.0,237,,
237,208,Kings Creek,Design-Bid-Build,Inactive,Long Term Mangement,French Broad,06010105,06010105010050,Transylvania,Southern Mountains,7.0841976,308587.647387,4008.20804919,1.0,238,1.0,1.0
238,209,Knobs Creek,Design-Bid-Build,Active,Active,Pasquotank,03010205,03010205050010,Pasquotank,Northern Outer Coastal Plain,22.64473637,986404.716362,7560.51131231,1.0,239,1.0,1.0
239,92160,Lambert Tract-Uwharrie River Bluff,Design-Bid-Build,Inactive,Long Term Mangement,Yadkin,03040103,03040103050080,Montgomery,Southern Piedmont,19.34437272,842640.8755459999,7501.40656227,1.0,240,11.0,11.0
240,92136,Langley Site-Cypress Creek,Design-Bid-Build,Inactive,Long Term Mangement,Tar-Pamlico,03020101,03020101070010,Franklin,Central Piedmont,40.26504365,1753945.3015,9612.25620263,1.0,241,,
241,92707,Laxon Creek(Racey site),Design-Bid-Build,Inactive,Long Term Mangement,New,05050001,05050001020020,Watauga,Northern Mountains,1.42646336,62136.744091,2347.4400072,1.0,242,,
242,92143,Lester Capps Tract-Shocco Creek,Design-Bid-Build,Inactive,Long Term Mangement,Tar-Pamlico,03020102,03020102010040,Warren,Central Piedmont,19.24938695,838505.74516,5993.89131479,1.0,243,130.0,130.0
243,733,Lewis Creek,Design-Bid-Build,Inactive,Long Term Mangement,French Broad,06010105,06010105030040,Henderson,Southern Mountains,4.66039643,203006.868537,3324.05891479,1.0,244,4.0,4.0
244,92161,Lewis Tract; Little River,Design-Bid-Build,Inactive,Long Term Mangement,Yadkin,03040104,03040104030020,Randolph,Central Piedmont,43.56351256,1897626.607,9022.00494043,1.0,245,12.0,12.0
245,219,Lick Creek,Full Delivery,Inactive,Long Term Mangement,Cape Fear,03030004,03030004010010,Lee,Southern Piedmont,53.86519482,2346367.88656,13414.050575,1.0,246,,
246,92166,Linville River-White Creek,Design-Bid-Build,Inactive,Long Term Mangement,Catawba,03050101,03050101030030,Burke,Northern Mountains,1425.37566527,62089363.9794,56582.2749784,1.0,247,,
247,92213,Little Buffalo (G),Full Delivery,Inactive,Long Term Mangement,Neuse,03020201,03020201180070,Johnston,Northern Inner Coastal Plain,19.49068497,849014.237126,5351.54938811,1.0,248,1.0,1.0
248,94147,Little Buffalo Creek Stream Mit. Site,Full Delivery,Inactive,Long Term Mangement,Yadkin,03040105,03040105020060,Cabarrus,Southern Piedmont,45.77782691,1994082.14017,26806.8935857,1.0,249,1.0,1.0
249,92222,Little Contentnea-Buffer (G),Full Delivery,Inactive,Long Term Mangement,Neuse,03020203,03020203070050,Greene,Northern Inner Coastal Plain,55.66547226,2424787.97148,38410.8695414,1.0,250,1.0,1.0
250,224,Little Grassy Creek,Design-Bid-Build,Inactive,Long Term Mangement,Roanoke,03010102,03010102161020,Granville,Central Piedmont,84.69195241,3689181.44696,40266.040984,1.0,251,,
251,92651,Little Ivy Creek (Barnhill Site),Design-Bid-Build,Inactive,Long Term Mangement,French Broad,06010105,06010105110020,Madison,Northern Mountains,2.76827986,120586.270561,3098.05161405,1.0,252,,
252,92542,Little Lick Creek Buffer (Butler Road),Design-Bid-Build,Inactive,Long Term Mangement,Neuse,03020201,03020201050020,Durham,Central Piedmont,12.14286587,528943.237079,4734.24077272,1.0,253,4.0,4.0
253,226,Little River,Design-Bid-Build,Inactive,Long Term Mangement,Cape Fear,03030004,03030004070050,Moore,Southern Piedmont,125.52084468,5467687.99422,14907.9866092,1.0,254,1.0,1.0
254,92112,Little River Baker,Design-Bid-Build,Inactive,Long Term Mangement,Yadkin,03040104,03040104030020,Randolph,Central Piedmont,10.54541329,459376.075634,3727.37718938,1.0,255,14.0,14.0
255,92113,Little River Cochran,Design-Bid-Build,Inactive,Long Term Mangement,Yadkin,03040104,03040104030010,Montgomery,Southern Piedmont,18.64234849,812060.700136,8055.330143569999,1.0,256,11.0,11.0
256,92759,Little River Farm,Full Delivery,Inactive,Long Term Mangement,Yadkin,03040104,03040104030010,Montgomery,Southern Piedmont,51.19752189,2230164.05342,36667.7591518,1.0,257,11.0,11.0
257,92114,Little River Parker,Design-Bid-Build,Inactive,Long Term Mangement,Yadkin,03040104,03040104030020,Randolph,Central Piedmont,34.06435221,1483836.05409,9193.16471507,1.0,258,14.0,14.0
258,92111,Little River Walbourn,Design-Bid-Build,Inactive,Long Term Mangement,Yadkin,03040104,03040104030020,Randolph,Central Piedmont,37.52272736,1634490.00376,8570.26855371,1.0,259,9.0,9.0
259,92023,Little Shocco Creek O'Neal,Design-Bid-Build,Inactive,Long Term Mangement,Tar-Pamlico,03020102,03020102010030,Franklin,Central Piedmont,26.00563099,1132805.28575,5039.20702245,1.0,260,4.0,4.0
260,92024,Little Shocco Creek Speed,Design-Bid-Build,Inactive,Long Term Mangement,Tar-Pamlico,03020102,03020102010030,Warren,Central Piedmont,44.55018745,1940606.1653,10056.5494684,1.0,261,9.0,9.0
261,92025,Little Shocco Creek Tomlinson,Design-Bid-Build,Inactive,Long Term Mangement,Tar-Pamlico,03020102,03020102010030,Franklin,Central Piedmont,77.95026353999998,3395513.47982,10968.6581873,1.0,262,60.0,60.0
262,92047,Little Shocco Creek Wheless,Design-Bid-Build,Inactive,Long Term Mangement,Tar-Pamlico,03020102,03020102010030,Franklin,Central Piedmont,14.63429197,637469.758094,3848.07879199,1.0,263,46.0,46.0
263,92177,Little Table Rock 1,Design-Bid-Build,Inactive,Long Term Mangement,French Broad,06010108,06010108010020,Mitchell,Northern Mountains,478.20459979,20830592.3669,29592.629403,1.0,264,,
264,92169,Little Table Rock 2,Design-Bid-Build,Inactive,Long Term Mangement,French Broad,06010108,06010108010030,McDowell,Northern Mountains,66.30974743,2888452.5981,13362.9700108,1.0,265,,
265,749,Little Troublesome,Design-Bid-Build,Inactive,Long Term Mangement,Cape Fear,03030002,03030002010030,Rockingham,Central Piedmont,31.02852356,1351602.79388,7817.7867407,1.0,266,1.0,1.0
266,94640,Little Troublesome Creek Mitigation Site,Full Delivery,Inactive,Long Term Mangement,Cape Fear,03030002,03030002010030,Rockingham,Central Piedmont,52.0970711,2269401.4636,15039.6635578,1.0,267,4.0,4.0
267,92534,Little White Oak Creek,Full Delivery,Inactive,Long Term Mangement,Broad,03050105,03050105030010,Polk,Southern Piedmont,55.08789244,2399628.59452,30239.5187269,1.0,268,1.0,1.0
268,92327,Lloyd Site,Full Delivery,Inactive,Long Term Mangement,White Oak,03030001,03030001010030,Onslow,Southern Outer Coastal Plain,24.12143484,1050729.70183,11750.1230678,1.0,269,1.0,1.0
269,95008,Loflin Dairy Buffer Mitigation Site,Full Delivery,Inactive,Long Term Mangement,Cape Fear,03030003,03030003010060,Randolph,Central Piedmont,9.75042123,424728.348972,8953.429458189998,1.0,270,1.0,1.0
270,92515,Logan Creek,Full Delivery,Inactive,Long Term Mangement,Savannah,03060101,03060101010020,Jackson,Southern Mountains,12.71427966,553834.022128,8658.90511219,1.0,271,4.0,4.0
